,date,Ticker,Close,High,Low,Open,Volume
70,2026-04-27,TSLA,378.67,380.78,364.02,372.09,66735800
71,2026-04-27,UNH,354.69,356.49,348.95,353.91,7256100
72,2026-04-27,V,309.01,310.18,305.43,306.87,6261500
73,2026-04-27,WMT,127.35,129.56,127.16,129.37,17029500
74,2026-04-27,XOM,147.19,150.16,146.97,148.15,13940800
75,2026-04-28,AAPL,270.46,272.98,268.41,272.09,40018900
76,2026-04-28,ABBV,197.69,199.18,196.44,198.67,6313100
77,2026-04-28,AMZN,259.7,261.03,256.63,258.39,42204400
78,2026-04-28,AVGO,399.83,405.81,394.65,400.31,25519200
79,2026-04-28,BAC,52.66,53.43,52.63,53.02,21164100
80,2026-04-28,BRK-B,478.16,479.77,475.67,476.79,4902400
81,2026-04-28,COST,992.56,1011.18,984.57,1009.02,1776000
82,2026-04-28,CVX,186.65,188.24,184.86,186.57,10754900
83,2026-04-28,GOOGL,349.78,352.42,346.12,348.55,27824100
84,2026-04-28,HD,329.06,335.93,327.36,334.45,4279300
85,2026-04-28,JNJ,227.79,231.03,226.37,227.73,7179800
86,2026-04-28,JPM,311.45,315.45,311.17,315.2,7398600
87,2026-04-28,LLY,872.5,876.64,861.87,870.4,2561300
88,2026-04-28,MA,507.62,517.0,507.24,512.25,3892500
89,2026-04-28,META,671.34,678.18,665.63,674.24,10606800
90,2026-04-28,MRK,110.03,111.91,109.71,111.52,7157600
91,2026-04-28,MSFT,428.32,428.99,420.99,423.65,30438100
92,2026-04-28,NVDA,213.17,214.73,208.2,209.49,180275400
93,2026-04-28,ORCL,165.96,168.7,162.05,162.16,33716500
94,2026-04-28,PG,149.17,151.19,148.43,150.03,7965700
95,2026-04-28,TSLA,376.02,382.29,372.54,374.68,50864400
96,2026-04-28,UNH,366.77,369.63,355.72,356.84,10604100
97,2026-04-28,V,308.66,313.31,308.1,311.55,8839900
98,2026-04-28,WMT,127.35,129.52,126.54,129.09,16341800
99,2026-04-28,XOM,149.54,151.28,148.82,150.51,15173600
100,2026-04-29,AAPL,269.92,270.79,266.79,267.3,30047900
101,2026-04-29,ABBV,203.89,205.83,190.75,192.0,10406300
102,2026-04-29,AMZN,263.04,265.91,257.7,257.99,72367900
103,2026-04-29,AVGO,405.45,405.64,396.78,403.5,15962500
104,2026-04-29,BAC,52.88,53.02,51.83,52.43,26250700
105,2026-04-29,BRK-B,475.38,477.97,474.51,476.45,3175600
106,2026-04-29,COST,997.22,997.52,983.69,986.94,1516900
107,2026-04-29,CVX,190.48,190.87,187.78,188.4,8644600
108,2026-04-29,GOOGL,349.94,355.79,344.21,347.57,35376300
109,2026-04-29,HD,322.81,325.84,319.05,325.66,4150000
110,2026-04-29,JNJ,227.35,228.71,224.86,225.52,7071100
111,2026-04-29,JPM,309.25,312.05,307.29,310.57,8031800
112,2026-04-29,LLY,849.75,867.53,849.05,864.55,3904600
113,2026-04-29,MA,525.23,534.21,520.89,529.99,5876700
114,2026-04-29,META,669.12,674.25,663.81,668.91,18947500
115,2026-04-29,MRK,110.95,111.23,107.9,108.55,9769900
116,2026-04-29,MSFT,423.54,425.9,419.38,423.66,38288300
117,2026-04-29,NVDA,209.25,212.72,207.58,212.7,123711800
118,2026-04-29,ORCL,163.83,164.76,160.65,164.04,20587500
119,2026-04-29,PG,146.46,148.75,145.89,148.3,9002400
120,2026-04-29,TSLA,372.8,376.4,370.04,375.4,45384800
121,2026-04-29,UNH,370.74,370.84,365.01,366.0,9046600
122,2026-04-29,V,334.17,341.27,333.1,335.7,16658600
123,2026-04-29,WMT,127.77,127.84,125.67,126.44,16538800
124,2026-04-29,XOM,153.63,153.91,149.99,151.0,14669100
125,2026-04-30,AAPL,271.1,275.75,267.89,270.25,91848200
126,2026-04-30,ABBV,211.32,214.87,208.17,209.0,10319200
127,2026-04-30,AMZN,265.06,273.88,256.16,273.17,100974900
128,2026-04-30,AVGO,417.43,418.38,404.23,415.52,21821600
129,2026-04-30,BAC,53.46,53.66,52.15,52.61,27089200
130,2026-04-30,BRK-B,473.6,477.55,470.89,473.46,5109300
131,2026-04-30,COST,1013.06,1016.22,994.88,995.01,2049300
132,2026-04-30,CVX,191.56,192.37,186.79,188.52,11748600
133,2026-04-30,GOOGL,384.8,385.84,365.82,374.07,72040000
134,2026-04-30,HD,328.8,330.12,322.24,322.24,4317900
135,2026-04-30,JNJ,229.85,231.16,227.81,227.95,8157200
136,2026-04-30,JPM,313.23,314.1,306.57,307.07,8865400
137,2026-04-30,LLY,932.99,943.88,895.26,897.24,8236700
138,2026-04-30,MA,502.92,514.15,498.96,504.5,5975100
139,2026-04-30,META,611.91,620.85,600.0,619.32,52765000
140,2026-04-30,MRK,109.18,112.24,108.63,109.34,17131200
141,2026-04-30,MSFT,406.9,413.52,397.15,409.92,70909400
142,2026-04-30,NVDA,199.57,210.3,198.7,209.93,225239200
143,2026-04-30,ORCL,161.39,165.18,160.33,162.02,21016400
144,2026-04-30,PG,147.09,147.72,145.95,147.09,9491700
145,2026-04-30,TSLA,381.63,384.75,368.17,372.75,51076000
146,2026-04-30,UNH,370.48,371.99,363.0,368.51,6879900
147,2026-04-30,V,329.16,331.81,327.4,331.43,11241100
148,2026-04-30,WMT,131.68,132.18,127.71,127.78,19867700
149,2026-04-30,XOM,153.29,154.64,150.32,151.4,22885900
150,2026-05-01,AAPL,279.88,286.96,278.11,278.6,79915400
151,2026-05-01,ABBV,206.6,211.0,205.57,211.0,6343100
152,2026-05-01,AMZN,268.26,273.32,262.74,265.58,50825200
153,2026-05-01,AVGO,421.28,423.17,413.28,415.09,11882600
154,2026-05-01,BAC,53.24,54.06,53.09,53.69,24825000
155,2026-05-01,BRK-B,473.01,479.1,473.0,475.08,4818300
156,2026-05-01,COST,1011.7,1031.27,1006.32,1015.38,1509700
157,2026-05-01,CVX,188.9,192.33,188.03,189.56,10435900
158,2026-05-01,GOOGL,385.69,386.76,379.05,381.63,30105200
159,2026-05-01,HD,323.88,330.52,323.36,330.1,3865300
160,2026-05-01,JNJ,227.19,229.77,227.02,229.06,6863600
161,2026-05-01,JPM,312.47,316.08,311.83,313.95,6135400
162,2026-05-01,LLY,961.67,982.76,942.18,947.32,4352400
163,2026-05-01,MA,495.46,509.0,492.15,506.0,4531800
164,2026-05-01,META,608.75,618.88,606.11,614.69,21404000
165,2026-05-01,MRK,112.16,114.54,111.88,112.33,11953700
166,2026-05-01,MSFT,413.54,416.21,409.55,411.91,31372400
167,2026-05-01,NVDA,198.45,203.0,197.12,201.28,128647000
168,2026-05-01,ORCL,171.83,174.3,166.15,166.42,26318000
169,2026-05-01,PG,147.26,149.28,146.46,147.87,6814800
170,2026-05-01,TSLA,390.82,397.82,378.8,382.49,65338300
171,2026-05-01,UNH,368.78,372.9,367.02,371.96,4945400
172,2026-05-01,V,327.35,335.16,327.25,332.19,6726100
173,2026-05-01,WMT,131.35,133.12,130.73,131.67,10480900
174,2026-05-01,XOM,151.72,153.96,150.11,151.58,15458200
175,2026-05-04,AAPL,276.58,280.37,274.61,279.4,46668400
176,2026-05-04,ABBV,208.16,208.34,204.87,205.71,4579300
177,2026-05-04,AMZN,272.05,276.1,268.8,268.8,49083700
178,2026-05-04,AVGO,416.5,423.83,409.53,418.22,15140400
179,2026-05-04,BAC,52.19,53.07,52.0,53.07,42929000
180,2026-05-04,BRK-B,468.52,479.87,465.79,473.03,6895400
181,2026-05-04,COST,1012.79,1024.72,1002.21,1007.02,1479400
182,2026-05-04,CVX,190.53,191.95,186.26,189.12,8229500
183,2026-05-04,GOOGL,383.25,387.38,379.79,385.63,26298600
184,2026-05-04,HD,312.42,322.08,312.26,322.08,6396100
185,2026-05-04,JNJ,224.2,227.07,223.58,225.51,8215200
186,2026-05-04,JPM,307.65,310.65,306.51,310.62,7338200
187,2026-05-04,LLY,966.27,972.55,950.12,958.35,3696900
188,2026-05-04,MA,504.74,507.29,493.88,495.0,4419900
189,2026-05-04,META,610.41,614.0,602.75,607.94,16203900
190,2026-05-04,MRK,113.11,114.62,110.75,111.41,7659100
191,2026-05-04,MSFT,412.73,419.87,409.91,410.65,28066500
192,2026-05-04,NVDA,198.48,201.73,194.74,199.5,125368100
193,2026-05-04,ORCL,180.29,183.5,174.26,176.02,33504500
194,2026-05-04,PG,143.42,146.06,143.27,146.06,9642800
195,2026-05-04,TSLA,392.51,394.64,384.8,390.23,48765100
196,2026-05-04,UNH,370.75,370.83,364.65,368.55,4916900
197,2026-05-04,V,326.17,329.11,324.73,327.32,6712400
198,2026-05-04,WMT,130.08,131.5,129.43,130.16,10340700
199,2026-05-04,XOM,152.65,153.43,148.51,151.64,14238500
200,2026-05-05,AAPL,283.92,284.31,276.25,276.68,49311700
201,2026-05-05,ABBV,206.11,209.52,205.83,208.97,4490500
202,2026-05-05,AMZN,273.55,278.56,272.38,276.08,41908500
203,2026-05-05,AVGO,427.36,433.39,419.35,421.66,21175200
204,2026-05-05,BAC,53.12,53.36,52.28,52.57,28458600
205,2026-05-05,BRK-B,465.52,469.66,464.34,468.53,5372700
206,2026-05-05,COST,1016.42,1020.78,1009.07,1010.51,1456300
207,2026-05-05,CVX,190.89,191.91,188.72,189.48,5642800
208,2026-05-05,GOOGL,388.43,392.82,384.02,386.23,23878600
209,2026-05-05,HD,315.42,317.63,310.4,313.41,6391400
210,2026-05-05,JNJ,225.55,226.53,224.9,225.39,5556700
211,2026-05-05,JPM,309.4,310.97,306.8,307.71,6316800
212,2026-05-05,LLY,987.17,991.09,962.75,970.22,2955500
213,2026-05-05,MA,497.08,503.88,493.26,501.03,4216700
214,2026-05-05,META,604.96,614.35,600.36,613.31,17171300
215,2026-05-05,MRK,113.15,114.07,112.83,113.67,7910400
216,2026-05-05,MSFT,410.49,415.88,407.92,414.42,25700900
217,2026-05-05,NVDA,196.5,200.24,196.03,199.3,113406600
218,2026-05-05,ORCL,185.35,186.52,179.0,182.13,23497200
219,2026-05-05,PG,144.9,145.9,142.18,143.38,7664300
220,2026-05-05,TSLA,389.37,402.12,389.0,395.19,47780600
221,2026-05-05,UNH,363.87,371.8,361.81,370.48,6489000
222,2026-05-05,V,321.36,324.91,318.99,324.44,5893200
223,2026-05-05,WMT,130.54,131.48,130.05,130.26,10637300
224,2026-05-05,XOM,153.84,154.24,151.38,152.07,12494600
225,2026-05-06,AAPL,287.25,287.76,280.81,281.66,58336100
226,2026-05-06,ABBV,205.03,207.01,203.56,206.11,7290000
227,2026-05-06,AMZN,274.99,277.8,272.21,272.89,44552000
228,2026-05-06,AVGO,425.44,437.68,417.78,435.56,20707000
229,2026-05-06,BAC,53.6,54.2,53.47,53.82,27541200
230,2026-05-06,BRK-B,469.83,470.63,465.64,466.01,5698900
231,2026-05-06,COST,995.75,1012.23,992.42,1011.31,2619100
232,2026-05-06,CVX,183.48,185.08,181.48,183.91,11082900
233,2026-05-06,GOOGL,398.04,399.85,392.76,394.25,31308500
234,2026-05-06,HD,323.05,325.24,319.35,321.96,5455900
235,2026-05-06,JNJ,224.62,226.34,222.95,225.25,7982300
236,2026-05-06,JPM,314.9,316.26,311.35,311.45,8629500
237,2026-05-06,LLY,985.35,994.78,981.81,989.65,3921200
238,2026-05-06,MA,491.89,500.74,489.73,499.14,4363300
239,2026-05-06,META,612.88,619.95,598.1,601.05,19915500
240,2026-05-06,MRK,113.56,114.49,112.74,113.15,7256100
241,2026-05-06,MSFT,413.07,417.52,404.23,407.12,30285900
242,2026-05-06,NVDA,207.83,208.27,198.61,199.89,188362800
243,2026-05-06,ORCL,194.03,194.29,182.67,186.2,27685500
244,2026-05-06,PG,147.9,148.95,145.94,146.4,9399500
245,2026-05-06,TSLA,398.73,401.68,384.02,386.25,53465400
246,2026-05-06,UNH,367.28,368.55,358.25,363.1,6695500
247,2026-05-06,V,318.14,323.91,317.34,323.08,7808400
248,2026-05-06,WMT,129.83,130.9,129.28,130.61,16371500
249,2026-05-06,XOM,147.69,149.32,146.1,148.07,20527000
250,2026-05-07,AAPL,287.18,291.86,285.52,289.0,45224300
251,2026-05-07,ABBV,202.71,207.0,202.03,204.92,6681100
252,2026-05-07,AMZN,271.17,276.63,270.49,275.02,35892900
253,2026-05-07,AVGO,412.56,426.49,406.3,421.82,22791700
254,2026-05-07,BAC,52.75,54.0,52.5,53.55,28682100
255,2026-05-07,BRK-B,475.08,477.19,468.97,469.26,5899500
256,2026-05-07,COST,1012.06,1012.66,990.66,993.5,2014000
257,2026-05-07,CVX,180.84,181.78,177.9,179.93,12194000
258,2026-05-07,GOOGL,397.99,400.1,392.68,399.92,24433500
259,2026-05-07,HD,322.64,327.49,322.43,325.01,4411700
260,2026-05-07,JNJ,222.51,224.78,220.63,224.78,7269700
261,2026-05-07,JPM,306.27,316.3,306.14,314.65,8359600
262,2026-05-07,LLY,973.28,987.3,965.44,983.68,3494900
263,2026-05-07,MA,500.94,503.52,492.7,492.7,4964100
264,2026-05-07,META,616.81,624.98,613.54,614.72,12307400
265,2026-05-07,MRK,112.3,113.75,111.1,113.51,7329000
266,2026-05-07,MSFT,419.86,427.06,417.85,419.2,34942400
267,2026-05-07,NVDA,211.5,214.2,206.5,208.34,168307900
268,2026-05-07,ORCL,194.59,200.15,190.8,198.61,31803200
269,2026-05-07,PG,146.06,147.99,146.02,147.99,9545800
270,2026-05-07,TSLA,411.79,415.83,402.12,407.48,64294200
271,2026-05-07,UNH,369.74,369.81,364.72,366.64,5235400
272,2026-05-07,V,320.62,323.02,318.88,318.88,7186100
273,2026-05-07,WMT,129.95,130.35,128.42,129.65,14935400
274,2026-05-07,XOM,145.59,146.09,143.22,145.81,22509400
275,2026-05-08,AAPL,293.05,294.49,289.73,289.74,52692800
276,2026-05-08,ABBV,201.55,202.4,200.02,201.92,4915400
277,2026-05-08,AMZN,272.68,274.0,269.95,271.63,34732700
278,2026-05-08,AVGO,430.0,435.0,414.0,419.8,22561400
279,2026-05-08,BAC,51.31,53.01,51.1,52.98,36111200
280,2026-05-08,BRK-B,475.94,478.88,474.48,474.85,5225600
281,2026-05-08,COST,1008.79,1016.0,1005.11,1011.74,1805200
282,2026-05-08,CVX,179.97,181.07,179.1,180.39,13053000
283,2026-05-08,GOOGL,400.8,402.0,396.36,397.0,21461800
284,2026-05-08,HD,317.45,324.0,316.8,322.68,4995500
285,2026-05-08,JNJ,221.32,223.37,220.92,222.94,5550600
286,2026-05-08,JPM,302.1,308.99,300.5,308.25,9464300
287,2026-05-08,LLY,946.82,978.32,945.88,972.4,3559200
288,2026-05-08,MA,495.48,500.41,491.73,500.13,4143400
289,2026-05-08,META,609.63,616.77,606.06,615.2,13557000
290,2026-05-08,MRK,111.38,113.01,111.18,112.38,5725100
291,2026-05-08,MSFT,414.22,417.73,413.11,416.49,33383800
292,2026-05-08,NVDA,215.2,217.8,212.89,213.03,136421400
293,2026-05-08,ORCL,195.95,198.0,190.21,192.58,21158300
294,2026-05-08,PG,146.42,147.52,146.21,146.55,5741000
295,2026-05-08,TSLA,428.35,431.2,416.39,416.48,65050000
296,2026-05-08,UNH,379.98,379.98,371.99,371.99,6455100
297,2026-05-08,V,318.13,320.41,315.51,320.33,5950200
298,2026-05-08,WMT,130.43,131.41,130.25,130.32,15183700
299,2026-05-08,XOM,143.6,145.51,142.95,144.87,19550100
300,2026-05-11,AAPL,292.68,293.88,290.23,291.98,42247300
301,2026-05-11,ABBV,202.78,205.38,202.01,202.01,4931700
302,2026-05-11,AMZN,268.99,273.63,268.48,269.84,38176700
303,2026-05-11,AVGO,428.43,433.65,425.05,427.62,16825500
304,2026-05-11,BAC,50.55,51.39,50.27,51.21,33132200
305,2026-05-11,BRK-B,479.55,480.4,475.9,476.4,4290700
306,2026-05-11,COST,999.47,1007.0,985.15,1005.82,2053500
307,2026-05-11,CVX,183.06,183.52,181.34,181.34,12042100
308,2026-05-11,GOOGL,388.64,397.44,388.47,393.65,30753700
309,2026-05-11,HD,311.4,317.12,309.71,316.5,4335700
310,2026-05-11,JNJ,221.43,223.28,220.37,221.32,6223200
311,2026-05-11,JPM,300.0,303.19,298.88,302.1,9512000
312,2026-05-11,LLY,965.33,993.29,941.64,947.37,3517500
313,2026-05-11,MA,497.81,501.66,492.01,495.0,3959400
314,2026-05-11,META,598.86,604.91,598.08,604.57,15940600
315,2026-05-11,MRK,111.28,113.68,111.01,112.15,7750600
316,2026-05-11,MSFT,411.77,411.8,404.62,406.99,35657900
317,2026-05-11,NVDA,219.44,222.3,213.89,214.04,160685800
318,2026-05-11,ORCL,193.84,195.68,190.6,192.15,16890600
319,2026-05-11,PG,143.36,145.95,141.97,145.79,7489500
320,2026-05-11,TSLA,445.0,449.16,416.8,422.16,78376100
321,2026-05-11,UNH,384.44,384.81,376.07,380.45,6949600
322,2026-05-11,V,323.19,324.51,317.35,318.44,9586200
323,2026-05-11,WMT,127.59,130.6,126.38,130.18,18699200
324,2026-05-11,XOM,148.67,148.71,145.02,145.04,14849500
325,2026-05-12,AAPL,294.8,295.27,292.56,292.56,45748100
326,2026-05-12,ABBV,207.86,211.32,203.51,204.59,7044100
327,2026-05-12,AMZN,265.82,267.65,262.63,266.71,36776200
328,2026-05-12,AVGO,419.3,429.34,408.41,423.43,19004300
329,2026-05-12,BAC,50.78,51.08,49.84,50.86,33518800
330,2026-05-12,BRK-B,484.96,489.42,478.9,481.68,5622300
331,2026-05-12,COST,1021.88,1026.0,1001.14,1002.54,2143200
332,2026-05-12,CVX,184.26,185.19,182.98,184.81,8995100
333,2026-05-12,GOOGL,387.35,388.52,382.77,387.34,26017500
334,2026-05-12,HD,310.46,314.78,309.11,313.23,4225700
335,2026-05-12,JNJ,224.26,227.65,221.65,223.0,8632500
336,2026-05-12,JPM,304.88,306.06,295.55,300.02,9498200
337,2026-05-12,LLY,988.17,995.81,969.51,972.77,3037500
338,2026-05-12,MA,499.81,506.31,499.75,500.61,3296000
339,2026-05-12,META,603.0,603.75,592.6,594.82,11351600
340,2026-05-12,MRK,112.37,113.69,111.39,111.5,9117400
341,2026-05-12,MSFT,406.89,414.6,405.76,413.58,38594200
342,2026-05-12,NVDA,220.78,223.75,214.92,218.55,159176600
343,2026-05-12,ORCL,186.83,192.92,180.87,192.92,22123400
344,2026-05-12,PG,143.91,145.86,142.86,144.35,9051200
345,2026-05-12,TSLA,433.45,447.8,422.26,441.41,60569300
346,2026-05-12,UNH,396.39,397.42,382.01,382.85,9236300
347,2026-05-12,V,326.42,328.91,324.2,324.32,6235200
348,2026-05-12,WMT,130.35,131.12,127.72,128.08,17935400
349,2026-05-12,XOM,149.61,150.79,148.76,150.23,16443100
350,2026-05-13,AAPL,298.87,300.92,293.5,293.5,52684300
351,2026-05-13,ABBV,208.5,209.53,204.3,206.86,5705700
352,2026-05-13,AMZN,270.13,270.72,263.2,264.43,39670900
353,2026-05-13,AVGO,416.79,418.63,404.8,415.81,16981200
354,2026-05-13,BAC,49.84,50.78,49.8,50.36,29838000
355,2026-05-13,BRK-B,485.52,487.14,480.81,482.47,4432500
356,2026-05-13,COST,1033.08,1042.52,1017.94,1017.94,1654600
357,2026-05-13,CVX,184.31,184.32,182.29,184.12,7554700
358,2026-05-13,GOOGL,402.62,403.7,385.0,385.6,28144600
359,2026-05-13,HD,302.55,307.69,299.27,307.61,6307800
360,2026-05-13,JNJ,230.42,230.8,225.44,225.82,7464500
361,2026-05-13,JPM,300.25,303.0,300.07,302.27,7709500
362,2026-05-13,LLY,1014.0,1021.06,990.3,993.04,3486400
363,2026-05-13,MA,490.64,498.6,490.32,495.61,3322800
364,2026-05-13,META,616.63,619.9,596.66,598.83,14634400
365,2026-05-13,MRK,113.45,114.07,112.04,112.25,8110500
366,2026-05-13,MSFT,404.33,405.43,400.16,402.33,29667100
367,2026-05-13,NVDA,225.83,227.84,221.57,224.93,150405400
368,2026-05-13,ORCL,189.76,191.57,185.06,189.03,15789300
369,2026-05-13,PG,142.24,144.67,141.66,143.15,6685900
370,2026-05-13,TSLA,445.27,453.4,430.21,436.67,68283200
371,2026-05-13,UNH,401.16,404.15,393.0,396.5,8454100
372,2026-05-13,V,320.31,325.42,319.8,323.79,7950400
373,2026-05-13,WMT,131.47,132.53,128.77,129.19,13786600
374,2026-05-13,XOM,150.55,150.77,148.67,149.05,15772800
375,2026-05-14,AAPL,298.21,300.45,295.38,299.82,35324900
376,2026-05-14,ABBV,210.77,213.51,208.35,209.5,5006500
377,2026-05-14,AMZN,267.22,270.78,266.63,269.15,31338400
378,2026-05-14,AVGO,439.79,442.36,415.59,416.73,19733800
379,2026-05-14,BAC,49.85,50.47,49.49,50.06,37671800
380,2026-05-14,BRK-B,484.06,487.1,481.5,487.1,3375100
381,2026-05-14,COST,1041.25,1041.79,1026.1,1034.95,1606600
382,2026-05-14,CVX,184.95,185.87,183.57,184.5,6222400
383,2026-05-14,GOOGL,401.07,402.93,395.84,397.28,21136700
384,2026-05-14,HD,304.35,305.98,301.42,305.06,5072600
385,2026-05-14,JNJ,230.8,231.76,229.16,231.0,6974400
386,2026-05-14,JPM,299.91,303.75,298.81,302.25,7364300
387,2026-05-14,LLY,1004.97,1016.42,994.3,1015.74,1751700
388,2026-05-14,MA,489.94,494.5,488.01,491.28,2584900
389,2026-05-14,META,618.43,623.73,615.0,616.0,10651200
390,2026-05-14,MRK,113.41,113.9,112.57,113.63,5284200
391,2026-05-14,MSFT,408.55,410.95,400.01,403.61,27077500
392,2026-05-14,NVDA,235.74,236.54,229.3,229.85,180782900
393,2026-05-14,ORCL,195.61,200.71,185.45,188.18,22545000
394,2026-05-14,PG,142.71,144.28,142.63,143.18,9636200
395,2026-05-14,TSLA,443.3,451.98,441.16,446.49,46070400
396,2026-05-14,UNH,399.09,401.9,396.0,401.0,5342500
397,2026-05-14,V,322.52,323.33,320.25,321.37,5277400
398,2026-05-14,WMT,132.46,132.78,130.86,131.36,14200400
399,2026-05-14,XOM,151.75,152.09,150.24,150.88,11331500
400,2026-05-15,AAPL,300.23,303.2,296.52,297.9,54862800
401,2026-05-15,ABBV,210.39,214.92,209.02,213.1,5385000
402,2026-05-15,AMZN,264.14,264.36,260.89,262.5,40770300
403,2026-05-15,AVGO,425.19,432.81,419.8,432.81,18957100
404,2026-05-15,BAC,49.77,49.99,49.3,49.62,46282300
405,2026-05-15,BRK-B,482.7,488.3,481.76,486.7,4680300
406,2026-05-15,COST,1048.95,1057.5,1039.22,1049.36,1967000
407,2026-05-15,CVX,189.37,189.76,186.19,186.89,11210800
408,2026-05-15,GOOGL,396.78,399.54,393.18,396.32,20309700
409,2026-05-15,HD,297.51,302.93,296.88,300.31,6121500
410,2026-05-15,JNJ,226.71,232.14,226.44,230.77,12167000
411,2026-05-15,JPM,297.81,300.79,296.45,300.21,8699300
412,2026-05-15,LLY,1004.92,1014.38,997.41,1006.98,2820700
413,2026-05-15,MA,494.2,502.28,492.33,493.5,3416500
414,2026-05-15,META,614.23,621.2,609.31,613.99,13272600
415,2026-05-15,MRK,111.38,113.93,110.94,113.9,10028900
416,2026-05-15,MSFT,421.01,427.24,412.02,413.37,50771200
417,2026-05-15,NVDA,225.32,231.5,224.24,229.76,180977600
